,Lithology_(main),Hydrocarbon_type_(main),Tectonic_regime,Structural_setting,Region,Permeability_(air_average_mD),Porosity_(matrix_average_%),Depth_(top_reservoir_ft_TVD),Thickness_(gross_average_ft),Thickness_(net_pay_average_ft),Reservoir_period
8873,SANDSTONE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,1.305,10.15,6288.5,345.0,140.0,PERMIAN
8874,SANDSTONE,GAS,COMPRESSION,FORELAND,FAR EAST,850.0,17.5,1320.5,345.0,11.5,CARBONIFEROUS
8875,LIMESTONE,OIL,GRAVITY,DELTA,NORTH AMERICA,75.0,22.75,2960.5,7000.0,1700.5,DEVONIAN
8876,SANDSTONE,OIL,COMPRESSION,THRUST,LATIN AMERICA,361.0,41.5,1320.5,475.0,337.5,NEOGENE
8877,SANDSTONE,OIL,COMPRESSION,INTRACRATONIC,FORMER SOVIET UNION,35.0,15.0,8763.5,1152.0,140.0,CARBONIFEROUS
8878,SANDSTONE,METHANE HYDRATE,COMPRESSION,FORELAND,NORTH AMERICA,5.3,20.0,15389.0,7000.0,205.0,CARBONIFEROUS
8879,SANDSTONE,OIL,COMPRESSION,INTRACRATONIC,NORTH AMERICA,161.0,17.5,5153.499999999999,46.5,11.5,CRETACEOUS
8880,SANDSTONE,GAS-CONDENSATE,EXTENSION,RIFT,EUROPE,14.0,17.5,15389.0,1152.0,1700.5,CRETACEOUS
8881,SANDSTONE,OIL,EXTENSION,RIFT,EUROPE,850.0,26.25,6288.5,160.0,101.5,TRIASSIC
8882,SANDSTONE,GAS,COMPRESSION,INTRACRATONIC,FORMER SOVIET UNION,361.0,22.75,6288.5,676.9999999999999,205.0,CARBONIFEROUS
8883,SANDSTONE,OIL,COMPRESSION,SUB-THRUST,NORTH AMERICA,850.0,26.25,4089.999999999999,7000.0,337.5,PALEOGENE
8884,LIMESTONE,OIL,COMPRESSION,THRUST,FAR EAST,850.0,26.25,15389.0,46.5,11.5,TRIASSIC
8885,SANDSTONE,OIL,COMPRESSION,WRENCH,FORMER SOVIET UNION,161.0,10.15,5153.499999999999,160.0,11.5,JURASSIC
8886,SANDSTONE,OIL,INVERSION,INVERSION,EUROPE,161.0,17.5,1320.5,101.0,48.25,JURASSIC
8887,DOLOMITE,OIL,STRIKE-SLIP,INTRACRATONIC,NORTH AMERICA,35.0,17.5,8763.5,46.5,29.75,CRETACEOUS
8888,SANDSTONE,OIL,INVERSION,INVERSION,FAR EAST,35.0,17.5,4089.999999999999,345.0,101.5,CARBONIFEROUS
8889,SANDSTONE,OIL,EXTENSION,RIFT,FAR EAST,161.0,12.65,15389.0,160.0,101.5,NEOGENE
8890,SANDSTONE,OIL,EXTENSION,RIFT,AFRICA,4350.0,41.5,2960.5,7000.0,140.0,PALEOZOIC
8891,DOLOMITE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,5.3,20.0,15389.0,245.0,29.75,NEOGENE
8892,SANDSTONE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,161.0,26.25,2960.5,46.5,11.5,SILURIAN
8893,LIMESTONE,OIL,COMPRESSION,INTRACRATONIC,NORTH AMERICA,14.0,15.0,6288.5,101.0,48.25,PERMIAN
8894,SANDSTONE,GAS-CONDENSATE,GRAVITY,DELTA,NORTH AMERICA,1.305,5.05,4089.999999999999,1152.0,205.0,DEVONIAN
8895,LIMESTONE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,35.0,22.75,6288.5,245.0,205.0,NEOGENE
8896,CONGLOMERATE,OIL,COMPRESSION,INTRACRATONIC,NORTH AMERICA,161.0,10.15,10170.0,46.5,11.5,CARBONIFEROUS
8897,DOLOMITE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,5.3,5.05,6288.5,101.0,48.25,DEVONIAN
8898,SANDSTONE,OIL,TRANSTENSION,WRENCH,FAR EAST,5.3,20.0,6288.5,676.9999999999999,140.0,PALEOGENE
8899,GLAUCONITIC SANDSTONE,OIL,COMPRESSION,INTRACRATONIC,AFRICA,4350.0,17.5,5153.499999999999,245.0,11.5,NEOGENE
8900,LIMESTONE,GAS,GRAVITY,DELTA,NORTH AMERICA,35.0,12.65,6288.5,160.0,140.0,TRIASSIC
8901,DOLOMITIC LIMESTONE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,5.3,10.15,2960.5,1152.0,1700.5,PALEOGENE
8902,SANDSTONE,OIL,INVERSION,INVERSION,FORMER SOVIET UNION,850.0,26.25,1320.5,245.0,337.5,JURASSIC
8903,DOLOMITE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,5.3,5.05,6288.5,676.9999999999999,337.5,DEVONIAN
8904,LIMESTONE,GAS-CONDENSATE,COMPRESSION,FORELAND,NORTH AMERICA,161.0,20.0,5153.499999999999,345.0,71.5,CRETACEOUS
8905,DOLOMITE,OIL,COMPRESSION,SUB-SALT,FORMER SOVIET UNION,75.0,10.15,5153.499999999999,160.0,71.5,CRETACEOUS
8906,SANDSTONE,OIL,EXTENSION,RIFT,FAR EAST,361.0,15.0,8763.5,7000.0,1700.5,CRETACEOUS
8907,SANDSTONE,OIL,COMPRESSION,THRUST,NORTH AMERICA,4350.0,41.5,1320.5,245.0,140.0,JURASSIC
8908,SANDSTONE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,1.305,10.15,6288.5,46.5,11.5,CRETACEOUS
8909,SANDSTONE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,14.0,15.0,15389.0,101.0,48.25,NEOGENE
8910,SANDSTONE,OIL,COMPRESSION,SUB-SALT,FORMER SOVIET UNION,161.0,17.5,7513.5,160.0,29.75,PROTEROZOIC
8911,SANDSTONE,OIL,COMPRESSION,SALT,MIDDLE EAST,4350.0,26.25,4089.999999999999,245.0,205.0,JURASSIC
8912,SANDSTONE,GAS-CONDENSATE,COMPRESSION,FORELAND,NORTH AMERICA,35.0,22.75,15389.0,46.5,11.5,PERMIAN
8913,LOW-RESISTIVITY SANDSTONE,OIL,COMPRESSION,INTRACRATONIC,FAR EAST,75.0,41.5,7513.5,1152.0,1700.5,PALEOGENE
8914,THINLY-BEDDED SANDSTONE,OIL,EXTENSION,SUB-SALT,AFRICA,35.0,20.0,2960.5,345.0,140.0,PALEOZOIC
8915,CHALKY LIMESTONE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,4350.0,15.0,7513.5,1152.0,71.5,CARBONIFEROUS
8916,SANDSTONE,OIL,COMPRESSION,FORELAND,FORMER SOVIET UNION,161.0,20.0,8763.5,160.0,48.25,PROTEROZOIC
8917,SANDSTONE,OIL,INVERSION,SUB-SALT,EUROPE,850.0,12.65,10170.0,676.9999999999999,337.5,JURASSIC
8918,SANDSTONE,GAS-CONDENSATE,COMPRESSION,INTRACRATONIC,NORTH AMERICA,1.305,5.05,2960.5,101.0,29.75,CRETACEOUS
8919,SANDSTONE,GAS-CONDENSATE,INVERSION,INVERSION,EUROPE,14.0,12.65,1320.5,46.5,11.5,TRIASSIC
8920,LOW-RESISTIVITY SANDSTONE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,161.0,26.25,2960.5,46.5,11.5,PERMIAN
8921,SANDSTONE,OIL,EXTENSION,PASSIVE MARGIN,LATIN AMERICA,361.0,41.5,5153.499999999999,7000.0,1700.5,NEOGENE
8922,LIMESTONE,OIL,GRAVITY,SALT,LATIN AMERICA,850.0,26.25,6288.5,475.0,1700.5,PALEOGENE
8923,SANDSTONE,OIL,INVERSION,SALT,EUROPE,850.0,17.5,10170.0,475.0,337.5,PALEOGENE
8924,SANDSTONE,OIL,EXTENSION,RIFT,FAR EAST,161.0,17.5,5153.499999999999,1152.0,205.0,NEOGENE
8925,SANDSTONE,GAS,EXTENSION,RIFT,EUROPE,1.305,17.5,10170.0,475.0,337.5,PERMIAN
8926,LIMESTONE,OIL,STRIKE-SLIP,INTRACRATONIC,NORTH AMERICA,75.0,26.25,5153.499999999999,101.0,29.75,CRETACEOUS
8927,SANDSTONE,OIL,GRAVITY,SALT,NORTH AMERICA,14.0,10.15,2960.5,475.0,140.0,PALEOGENE
8928,SANDSTONE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,1.305,10.15,6288.5,160.0,101.5,CARBONIFEROUS
8929,CHALKY LIMESTONE,OIL,STRIKE-SLIP,WRENCH,AFRICA,4350.0,12.65,15389.0,46.5,11.5,PALEOZOIC
8930,CHALK,OIL,GRAVITY,SALT,EUROPE,1.305,22.75,10170.0,1152.0,29.75,TRIASSIC
8931,CONGLOMERATE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,161.0,10.15,4089.999999999999,1152.0,337.5,DEVONIAN
8932,SANDSTONE,OIL,INVERSION,INVERSION,FAR EAST,161.0,17.5,2960.5,160.0,101.5,CRETACEOUS
8933,SANDSTONE,OIL,COMPRESSION,FORELAND,MIDDLE EAST,850.0,17.5,2960.5,676.9999999999999,48.25,JURASSIC
8934,DOLOMITE,OIL,COMPRESSION,THRUST,FORMER SOVIET UNION,75.0,17.5,15389.0,46.5,48.25,NEOGENE
8935,SANDSTONE,GAS-CONDENSATE,COMPRESSION,FORELAND,NORTH AMERICA,5.3,5.05,15389.0,46.5,29.75,PALEOGENE
8936,SANDSTONE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,161.0,22.75,1320.5,46.5,11.5,CARBONIFEROUS
8937,LIMESTONE,OIL,INVERSION,INTRACRATONIC,FAR EAST,35.0,10.15,1320.5,7000.0,140.0,CRETACEOUS
8938,DOLOMITE,OIL,EXTENSION,RIFT,FAR EAST,14.0,10.15,15389.0,676.9999999999999,1700.5,PALEOGENE
8939,CHERT,BITUMEN,EXTENSION,RIFT,FAR EAST,5.3,15.0,5153.499999999999,676.9999999999999,205.0,NEOGENE
8940,LIMESTONE,OIL,STRIKE-SLIP,INVERSION,FORMER SOVIET UNION,35.0,17.5,2960.5,676.9999999999999,1700.5,DEVONIAN
8941,LIMESTONE,GAS-CONDENSATE,INVERSION,INVERSION,FAR EAST,14.0,15.0,4089.999999999999,1152.0,1700.5,NEOGENE
8942,SANDSTONE,OIL,GRAVITY,DELTA,NORTH AMERICA,5.3,20.0,10170.0,676.9999999999999,48.25,CRETACEOUS
8943,LIMESTONE,OIL,EXTENSION,RIFT,EUROPE,14.0,22.75,5153.499999999999,345.0,205.0,JURASSIC
8944,SANDSTONE,OIL,COMPRESSION,SUB-THRUST,FAR EAST,4350.0,41.5,7513.5,475.0,140.0,TRIASSIC
8945,SANDSTONE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,850.0,26.25,2960.5,160.0,29.75,PERMIAN
8946,THINLY-BEDDED SANDSTONE,GAS,INVERSION,FORELAND,NORTH AMERICA,361.0,20.0,2960.5,345.0,337.5,PERMIAN
8947,SANDSTONE,OIL,COMPRESSION,THRUST,LATIN AMERICA,5.3,12.65,5153.499999999999,475.0,337.5,CRETACEOUS
8948,CHALKY LIMESTONE,GAS-CONDENSATE,EXTENSION,RIFT,LATIN AMERICA,5.3,26.25,5153.499999999999,345.0,205.0,CRETACEOUS
8949,SANDSTONE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,850.0,17.5,2960.5,46.5,11.5,PERMIAN
8950,SANDSTONE,OIL,COMPRESSION,FORELAND,MIDDLE EAST,850.0,26.25,2960.5,676.9999999999999,140.0,PERMIAN
8951,LIMESTONE,OIL,STRIKE-SLIP,WRENCH,NORTH AMERICA,75.0,22.75,2960.5,46.5,71.5,CARBONIFEROUS
8952,SANDSTONE,OIL,EXTENSION,RIFT,EUROPE,850.0,26.25,7513.5,160.0,140.0,PERMIAN
8953,SANDSTONE,OIL,COMPRESSION,FORELAND,FAR EAST,75.0,10.15,7513.5,1152.0,1700.5,PROTEROZOIC
8954,LIMESTONE,OIL,COMPRESSION,FORELAND,FAR EAST,35.0,22.75,2960.5,676.9999999999999,101.5,NEOGENE
8955,SANDSTONE,GAS-CONDENSATE,GRAVITY,DELTA,NORTH AMERICA,35.0,20.0,15389.0,1152.0,205.0,CRETACEOUS
8956,SANDSTONE,OIL,INVERSION,RIFT,EUROPE,4350.0,26.25,1320.5,245.0,71.5,CRETACEOUS
8957,SANDSTONE,OIL,EXTENSION,SUB-SALT,AFRICA,75.0,20.0,1320.5,7000.0,337.5,CRETACEOUS
8958,SANDSTONE,OIL,COMPRESSION,THRUST,NORTH AMERICA,361.0,17.5,7513.5,7000.0,1700.5,PERMIAN
8959,SANDSTONE,GAS-CONDENSATE,GRAVITY,SALT,MIDDLE EAST,5.3,10.15,15389.0,676.9999999999999,1700.5,CRETACEOUS
8960,SANDSTONE,OIL,INVERSION,INVERSION,FORMER SOVIET UNION,161.0,20.0,7513.5,7000.0,1700.5,CARBONIFEROUS
8961,SANDSTONE,OIL,COMPRESSION,FORELAND,FORMER SOVIET UNION,161.0,10.15,7513.5,7000.0,71.5,DEVONIAN
8962,DOLOMITE,OIL,COMPRESSION,INTRACRATONIC,NORTH AMERICA,5.3,20.0,4089.999999999999,101.0,48.25,PALEOGENE
8963,SANDSTONE,OIL,EXTENSION,PASSIVE MARGIN,NORTH AMERICA,850.0,22.75,2960.5,46.5,29.75,CRETACEOUS
8964,SILTSTONE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,14.0,10.15,2960.5,345.0,71.5,PERMIAN
8965,THINLY-BEDDED SANDSTONE,GAS-CONDENSATE,GRAVITY,DELTA,FAR EAST,361.0,20.0,2960.5,7000.0,337.5,PALEOGENE
8966,LIMESTONE,GAS-CONDENSATE,COMPRESSION,INTRACRATONIC,FORMER SOVIET UNION,14.0,10.15,8763.5,160.0,29.75,PROTEROZOIC
8967,CHALK,OIL,COMPRESSION,FORELAND,NORTH AMERICA,1.305,26.25,8763.5,101.0,11.5,CRETACEOUS
8968,DOLOMITE,OIL,INVERSION,INVERSION,FAR EAST,5.3,10.15,5153.499999999999,1152.0,1700.5,PROTEROZOIC
8969,SANDSTONE,OIL,EXTENSION,RIFT,EUROPE,361.0,12.65,15389.0,676.9999999999999,48.25,JURASSIC
8970,DOLOMITE,OIL,GRAVITY,DELTA,NORTH AMERICA,5.3,20.0,7513.5,676.9999999999999,71.5,CARBONIFEROUS
8971,SANDSTONE,GAS-CONDENSATE,EXTENSION,BACKARC,FAR EAST,161.0,20.0,1320.5,345.0,71.5,PALEOGENE
8972,SANDSTONE,OIL,COMPRESSION,FORELAND,MIDDLE EAST,850.0,17.5,2960.5,676.9999999999999,140.0,CRETACEOUS
8973,SANDSTONE,GAS,COMPRESSION,INTRACRATONIC,FORMER SOVIET UNION,361.0,22.75,6288.5,7000.0,71.5,JURASSIC
8974,DOLOMITE,OIL,COMPRESSION,FORELAND,FORMER SOVIET UNION,75.0,10.15,6288.5,475.0,337.5,PROTEROZOIC
8975,SANDSTONE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,850.0,41.5,1320.5,101.0,71.5,CARBONIFEROUS
8976,SANDSTONE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,14.0,20.0,8763.5,101.0,11.5,DEVONIAN
8977,SANDSTONE,GAS-CONDENSATE,EXTENSION,RIFT,FAR EAST,161.0,22.75,7513.5,475.0,29.75,JURASSIC
8978,DOLOMITE,OIL,COMPRESSION,SUB-THRUST,NORTH AMERICA,14.0,15.0,4089.999999999999,475.0,101.5,PALEOGENE
8979,DOLOMITE,OIL,COMPRESSION,THRUST,FAR EAST,14.0,10.15,15389.0,1152.0,140.0,PROTEROZOIC
8980,SANDSTONE,OIL,INVERSION,INVERSION,NORTH AMERICA,75.0,22.75,2960.5,475.0,101.5,CRETACEOUS
8981,SANDSTONE,OIL,COMPRESSION,THRUST,LATIN AMERICA,361.0,41.5,1320.5,1152.0,337.5,CRETACEOUS
8982,CHALKY LIMESTONE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,4350.0,26.25,4089.999999999999,345.0,205.0,DEVONIAN
8983,SANDSTONE,OIL,COMPRESSION,THRUST,FORMER SOVIET UNION,161.0,15.0,10170.0,7000.0,1700.5,CRETACEOUS
8984,CHALKY LIMESTONE,GAS,EXTENSION,RIFT,AFRICA,1.305,12.65,7513.5,245.0,101.5,CRETACEOUS
8985,SANDSTONE,OIL,COMPRESSION,FORELAND,MIDDLE EAST,4350.0,41.5,1320.5,676.9999999999999,205.0,CRETACEOUS
8986,LOW-RESISTIVITY SANDSTONE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,161.0,22.75,4089.999999999999,46.5,11.5,CARBONIFEROUS
8987,SANDSTONE,OIL,GRAVITY,SALT,NORTH AMERICA,4350.0,26.25,4089.999999999999,475.0,48.25,CARBONIFEROUS
8988,LIMESTONE,OIL,EXTENSION,RIFT,FAR EAST,35.0,12.65,2960.5,46.5,11.5,NEOGENE
8989,SANDSTONE,OIL,INVERSION,INVERSION,FAR EAST,850.0,26.25,4089.999999999999,7000.0,140.0,NEOGENE
8990,SANDSTONE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,35.0,15.0,15389.0,46.5,29.75,PERMIAN
8991,SANDSTONE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,1.305,5.05,15389.0,101.0,48.25,JURASSIC
8992,LOW-RESISTIVITY SANDSTONE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,4350.0,41.5,15389.0,46.5,48.25,CRETACEOUS
8993,SANDSTONE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,75.0,17.5,2960.5,46.5,11.5,SILURIAN
8994,SANDSTONE,METHANE HYDRATE,STRIKE-SLIP,THRUST,LATIN AMERICA,4350.0,26.25,2960.5,345.0,101.5,NEOGENE
8995,SHALY SANDSTONE,GAS,COMPRESSION,FORELAND,NORTH AMERICA,1.305,15.0,6288.5,160.0,48.25,CRETACEOUS
8996,SANDSTONE,GAS,EXTENSION,RIFT,EUROPE,1.305,5.05,4089.999999999999,475.0,205.0,CRETACEOUS
8997,GLAUCONITIC SANDSTONE,OIL,EXTENSION,RIFT,EUROPE,361.0,12.65,2960.5,676.9999999999999,337.5,JURASSIC
8998,SANDSTONE,OIL,EXTENSION,SUB-SALT,AFRICA,4350.0,41.5,5153.499999999999,1152.0,140.0,PALEOGENE
8999,SANDSTONE,OIL,INVERSION,FORELAND,NORTH AMERICA,161.0,22.75,2960.5,46.5,29.75,PERMIAN
9000,SANDSTONE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,75.0,26.25,2960.5,101.0,71.5,TRIASSIC
9001,LIMESTONE,GAS-CONDENSATE,GRAVITY,PASSIVE MARGIN,NORTH AMERICA,161.0,5.05,2960.5,160.0,11.5,CARBONIFEROUS
9002,DOLOMITE,OIL,INVERSION,BACKARC,FAR EAST,5.3,5.05,1320.5,46.5,11.5,PALEOGENE
9003,SANDSTONE,OIL,INVERSION,INVERSION,NORTH AMERICA,4350.0,41.5,1320.5,676.9999999999999,337.5,DEVONIAN
9004,SANDSTONE,GAS,EXTENSION,RIFT,FAR EAST,850.0,26.25,6288.5,7000.0,1700.5,PALEOGENE
9005,SANDSTONE,OIL,GRAVITY,SALT,MIDDLE EAST,850.0,17.5,10170.0,245.0,48.25,PALEOGENE
9006,LOW-RESISTIVITY SANDSTONE,OIL,COMPRESSION,INTRACRATONIC,FORMER SOVIET UNION,850.0,17.5,2960.5,46.5,11.5,JURASSIC
9007,SANDSTONE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,75.0,15.0,6288.5,46.5,29.75,NEOGENE
9008,SANDSTONE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,35.0,12.65,4089.999999999999,101.0,11.5,PALEOGENE
9009,DOLOMITE,GAS-CONDENSATE,COMPRESSION,INTRACRATONIC,NORTH AMERICA,1.305,5.05,10170.0,676.9999999999999,101.5,PERMIAN
9010,SANDSTONE,OIL,GRAVITY,SALT,EUROPE,5.3,10.15,15389.0,475.0,101.5,JURASSIC
9011,SANDSTONE,OIL,INVERSION,INVERSION,EUROPE,161.0,26.25,1320.5,101.0,48.25,CRETACEOUS
9012,SANDSTONE,GAS,COMPRESSION,FORELAND,NORTH AMERICA,850.0,41.5,15389.0,1152.0,1700.5,JURASSIC
9013,DOLOMITE,OIL,GRAVITY,SALT,NORTH AMERICA,5.3,10.15,2960.5,676.9999999999999,337.5,CARBONIFEROUS
9014,SANDSTONE,GAS-CONDENSATE,INVERSION,BACKARC,FAR EAST,35.0,22.75,2960.5,46.5,11.5,PALEOGENE
9015,SANDSTONE,GAS,COMPRESSION,THRUST,LATIN AMERICA,4350.0,17.5,4089.999999999999,101.0,11.5,CRETACEOUS
9016,LIMESTONE,OIL,GRAVITY,SALT,NORTH AMERICA,35.0,12.65,10170.0,245.0,29.75,DEVONIAN
9017,SANDSTONE,OIL,INVERSION,RIFT,EUROPE,4350.0,41.5,4089.999999999999,345.0,11.5,PERMIAN
9018,LOW-RESISTIVITY SANDSTONE,OIL,INVERSION,RIFT,EUROPE,75.0,20.0,7513.5,160.0,71.5,CRETACEOUS
9019,SANDSTONE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,35.0,15.0,6288.5,46.5,11.5,CRETACEOUS
9020,DOLOMITIC LIMESTONE,GAS-CONDENSATE,COMPRESSION,SALT,MIDDLE EAST,5.3,10.15,6288.5,245.0,29.75,CRETACEOUS
9021,SANDSTONE,GAS-CONDENSATE,GRAVITY,SALT,NORTH AMERICA,35.0,12.65,4089.999999999999,345.0,205.0,PERMIAN
9022,SANDSTONE,OIL,INVERSION,INVERSION,FAR EAST,4350.0,41.5,1320.5,7000.0,1700.5,NEOGENE
9023,DOLOMITE,OIL,INVERSION,INVERSION,FAR EAST,14.0,10.15,5153.499999999999,345.0,205.0,CRETACEOUS
9024,SANDSTONE,OIL,COMPRESSION,INTRACRATONIC,NORTH AMERICA,4350.0,41.5,2960.5,160.0,11.5,TRIASSIC
9025,SANDSTONE,OIL,EXTENSION,RIFT,EUROPE,4350.0,26.25,4089.999999999999,475.0,101.5,JURASSIC
9026,SANDSTONE,OIL,COMPRESSION,INTRACRATONIC,FORMER SOVIET UNION,161.0,22.75,6288.5,101.0,29.75,PROTEROZOIC
9027,SANDSTONE,OIL,INVERSION,INVERSION,FORMER SOVIET UNION,361.0,20.0,4089.999999999999,345.0,101.5,CRETACEOUS
9028,SANDSTONE,GAS-CONDENSATE,COMPRESSION,FORELAND,FAR EAST,4350.0,26.25,5153.499999999999,245.0,29.75,PALEOGENE
9029,DOLOMITE,OIL,COMPRESSION,INTRACRATONIC,NORTH AMERICA,75.0,17.5,10170.0,46.5,48.25,CRETACEOUS
9030,CONGLOMERATE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,161.0,10.15,1320.5,160.0,48.25,CARBONIFEROUS
9031,DOLOMITE,OIL,EXTENSION,PASSIVE MARGIN,LATIN AMERICA,850.0,26.25,2960.5,101.0,71.5,NEOGENE
9032,CHALK,OIL,COMPRESSION,RIFT,FORMER SOVIET UNION,5.3,41.5,7513.5,345.0,71.5,PROTEROZOIC
9033,DOLOMITE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,14.0,10.15,5153.499999999999,46.5,11.5,JURASSIC
9034,SANDSTONE,GAS-CONDENSATE,COMPRESSION,INTRACRATONIC,FORMER SOVIET UNION,161.0,17.5,5153.499999999999,676.9999999999999,140.0,JURASSIC
9035,LOW-RESISTIVITY SANDSTONE,GAS-CONDENSATE,COMPRESSION,FORELAND,NORTH AMERICA,75.0,41.5,1320.5,345.0,48.25,DEVONIAN
9036,SANDSTONE,OIL,COMPRESSION,THRUST,LATIN AMERICA,4350.0,22.75,1320.5,7000.0,1700.5,CRETACEOUS
9037,DOLOMITE,OIL,COMPRESSION,THRUST,LATIN AMERICA,75.0,12.65,4089.999999999999,160.0,71.5,CRETACEOUS
9038,SANDSTONE,OIL,GRAVITY,DELTA,NORTH AMERICA,850.0,26.25,2960.5,160.0,29.75,NEOGENE
9039,DOLOMITE,GAS,EXTENSION,RIFT,AFRICA,161.0,10.15,15389.0,245.0,29.75,NEOGENE
9040,DOLOMITE,OIL,GRAVITY,PASSIVE MARGIN,NORTH AMERICA,14.0,5.05,6288.5,245.0,101.5,CARBONIFEROUS
9041,SANDSTONE,OIL,EXTENSION,RIFT,NORTH AMERICA,4350.0,26.25,5153.499999999999,1152.0,71.5,CRETACEOUS
9042,LIMESTONE,GAS,GRAVITY,SALT,MIDDLE EAST,161.0,20.0,2960.5,1152.0,1700.5,JURASSIC
9043,SANDSTONE,GAS,INVERSION,RIFT,FAR EAST,14.0,20.0,10170.0,676.9999999999999,337.5,JURASSIC
9044,SANDSTONE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,35.0,12.65,5153.499999999999,160.0,140.0,CRETACEOUS
9045,SANDSTONE,OIL,COMPRESSION,FORELAND,FORMER SOVIET UNION,850.0,12.65,5153.499999999999,101.0,48.25,NEOGENE
9046,LIMESTONE,OIL,COMPRESSION,INTRACRATONIC,NORTH AMERICA,75.0,10.15,1320.5,160.0,101.5,DEVONIAN
9047,SANDSTONE,OIL,COMPRESSION,THRUST,NORTH AMERICA,35.0,17.5,7513.5,345.0,11.5,CARBONIFEROUS
9048,DOLOMITE,OIL,INVERSION,BACKARC,FAR EAST,1.305,5.05,1320.5,245.0,71.5,PALEOGENE
9049,SANDSTONE,OIL,INVERSION,RIFT,EUROPE,850.0,22.75,7513.5,245.0,205.0,CRETACEOUS
9050,SANDSTONE,OIL,INVERSION,RIFT,EUROPE,161.0,22.75,7513.5,160.0,11.5,JURASSIC
9051,SANDSTONE,OIL,INVERSION,INVERSION,NORTH AMERICA,850.0,17.5,2960.5,1152.0,1700.5,CARBONIFEROUS
9052,SANDSTONE,GAS,COMPRESSION,FORELAND,NORTH AMERICA,5.3,12.65,1320.5,46.5,29.75,CRETACEOUS
9053,SANDSTONE,GAS,EXTENSION,PASSIVE MARGIN,AFRICA,361.0,26.25,5153.499999999999,160.0,11.5,CAMBRIAN
9054,DOLOMITE,GAS,COMPRESSION,FORELAND,NORTH AMERICA,5.3,12.65,15389.0,245.0,29.75,ORDOVICIAN
9055,SANDSTONE,GAS-CONDENSATE,COMPRESSION,INTRACRATONIC,NORTH AMERICA,5.3,20.0,7513.5,160.0,48.25,PERMIAN
9056,LIMESTONE,OIL,TRANSPRESSION,PASSIVE MARGIN,FORMER SOVIET UNION,5.3,15.0,15389.0,475.0,1700.5,CRETACEOUS
9057,DOLOMITE,GAS-CONDENSATE,INVERSION,SALT,EUROPE,35.0,5.05,7513.5,676.9999999999999,140.0,CRETACEOUS
9058,CHALKY LIMESTONE,OIL,GRAVITY,PASSIVE MARGIN,NORTH AMERICA,161.0,20.0,2960.5,101.0,71.5,CRETACEOUS
9059,SANDSTONE,OIL,COMPRESSION,INTRACRATONIC,FORMER SOVIET UNION,850.0,22.75,6288.5,7000.0,140.0,NEOGENE
9060,SANDSTONE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,850.0,26.25,2960.5,101.0,29.75,CARBONIFEROUS
9061,SANDSTONE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,35.0,10.15,6288.5,101.0,71.5,CRETACEOUS
9062,SANDSTONE,OIL,INVERSION,INVERSION,FAR EAST,4350.0,41.5,1320.5,245.0,71.5,PALEOGENE
9063,SANDSTONE,OIL,EXTENSION,RIFT,FAR EAST,75.0,17.5,8763.5,7000.0,1700.5,PALEOGENE
9064,DOLOMITE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,5.3,10.15,5153.499999999999,475.0,11.5,CARBONIFEROUS
9065,SILTSTONE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,14.0,10.15,2960.5,345.0,205.0,PALEOGENE
9066,LIMESTONE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,75.0,17.5,6288.5,160.0,71.5,DEVONIAN
9067,DOLOMITE,OIL,GRAVITY,DELTA,NORTH AMERICA,35.0,15.0,2960.5,676.9999999999999,140.0,CARBONIFEROUS
