,Hydrocarbon_type_(main),Depth_(top_reservoir_ft_TVD),Tectonic_regime,Structural_setting,Region,Thickness_(gross_average_ft),Thickness_(net_pay_average_ft),Reservoir_period,Lithology_(main),Permeability_(air_average_mD),Porosity_(matrix_average_%)
7574,OIL,7513.5,COMPRESSION,SUB-SALT,FORMER SOVIET UNION,1152.0,1700.5,DEVONIAN,LIMESTONE,361.0,26.25
7575,OIL,1320.5,COMPRESSION,SALT,MIDDLE EAST,46.5,11.5,JURASSIC,LIMESTONE,75.0,12.65
7576,OIL,5153.499999999999,INVERSION,RIFT,EUROPE,1152.0,1700.5,JURASSIC,SANDSTONE,35.0,22.75
7577,OIL,1320.5,EXTENSION,RIFT,EUROPE,245.0,205.0,JURASSIC,SANDSTONE,161.0,22.75
7578,GAS,10170.0,EXTENSION,INTRACRATONIC,EUROPE,245.0,205.0,CRETACEOUS,CHALK,1.305,41.5
7579,OIL,5153.499999999999,COMPRESSION,INTRACRATONIC,FORMER SOVIET UNION,1152.0,71.5,CRETACEOUS,SANDSTONE,850.0,22.75
7580,OIL,10170.0,INVERSION,INVERSION,FAR EAST,1152.0,1700.5,PALEOGENE,SANDSTONE,4350.0,41.5
7581,OIL,4089.999999999999,COMPRESSION,INTRACRATONIC,FORMER SOVIET UNION,1152.0,71.5,CRETACEOUS,SANDSTONE,14.0,26.25
7582,OIL,10170.0,COMPRESSION,THRUST,NORTH AMERICA,101.0,29.75,CARBONIFEROUS,DOLOMITE,14.0,15.0
7583,GAS,7513.5,INVERSION,INVERSION,EUROPE,160.0,48.25,CRETACEOUS,CHALK,5.3,10.15
7584,OIL,4089.999999999999,COMPRESSION,INVERSION,FORMER SOVIET UNION,7000.0,71.5,JURASSIC,DOLOMITE,1.305,20.0
7585,GAS-CONDENSATE,15389.0,EXTENSION,RIFT,EUROPE,1152.0,1700.5,TRIASSIC,SANDSTONE,4350.0,41.5
7586,OIL,6288.5,STRIKE-SLIP,INVERSION,FORMER SOVIET UNION,7000.0,1700.5,JURASSIC,DOLOMITE,4350.0,22.75
7587,OIL,6288.5,STRIKE-SLIP,INTRACRATONIC,NORTH AMERICA,46.5,11.5,CRETACEOUS,SANDSTONE,850.0,41.5
7588,GAS,10170.0,GRAVITY,SALT,NORTH AMERICA,245.0,140.0,NEOGENE,SANDSTONE,1.305,5.05
7589,OIL,2960.5,COMPRESSION,FORELAND,NORTH AMERICA,345.0,29.75,CRETACEOUS,SANDSTONE,35.0,17.5
7590,OIL,15389.0,GRAVITY,DELTA,NORTH AMERICA,101.0,48.25,PALEOGENE,SANDSTONE,35.0,10.15
7591,OIL,2960.5,GRAVITY,SALT,MIDDLE EAST,245.0,140.0,JURASSIC,LIMESTONE,35.0,10.15
7592,OIL,10170.0,INVERSION,RIFT,EUROPE,676.9999999999999,140.0,JURASSIC,SHALY SANDSTONE,850.0,17.5
7593,CARBON DIOXIDE,8763.5,COMPRESSION,INTRACRATONIC,NORTH AMERICA,46.5,11.5,CARBONIFEROUS,LIMESTONE,35.0,10.15
7594,OIL,2960.5,EXTENSION,RIFT,FAR EAST,7000.0,337.5,PALEOGENE,SANDSTONE,161.0,26.25
7595,OIL,4089.999999999999,COMPRESSION,FORELAND,NORTH AMERICA,475.0,337.5,TRIASSIC,SANDSTONE,35.0,10.15
7596,GAS,6288.5,COMPRESSION,FORELAND,NORTH AMERICA,245.0,337.5,CRETACEOUS,SANDSTONE,850.0,17.5
7597,OIL,4089.999999999999,INVERSION,INVERSION,FAR EAST,245.0,140.0,NEOGENE,SANDSTONE,850.0,41.5
7598,OIL,8763.5,INVERSION,INVERSION,EUROPE,475.0,48.25,CRETACEOUS,CHALK,1.305,41.5
7599,OIL,6288.5,STRIKE-SLIP,WRENCH,FAR EAST,676.9999999999999,1700.5,NEOGENE,SANDSTONE,75.0,12.65
7600,OIL,4089.999999999999,INVERSION,INVERSION,FAR EAST,676.9999999999999,140.0,PALEOGENE,SANDSTONE,850.0,41.5
7601,GAS-CONDENSATE,10170.0,EXTENSION,PASSIVE MARGIN,NORTH AMERICA,101.0,48.25,CRETACEOUS,SANDSTONE,850.0,26.25
7602,OIL,10170.0,COMPRESSION,THRUST,FAR EAST,345.0,140.0,PALEOGENE,SANDSTONE,14.0,15.0
7603,OIL,4089.999999999999,COMPRESSION,THRUST,NORTH AMERICA,245.0,337.5,CARBONIFEROUS,LIMESTONE,14.0,12.65
7604,OIL,8763.5,COMPRESSION,FORELAND,NORTH AMERICA,160.0,71.5,PERMIAN,SANDSTONE,4350.0,41.5
7605,OIL,4089.999999999999,COMPRESSION,FORELAND,NORTH AMERICA,7000.0,337.5,CRETACEOUS,LIMESTONE,1.305,5.05
7606,OIL,2960.5,INVERSION,RIFT,FAR EAST,676.9999999999999,101.5,PALEOGENE,SANDSTONE,4350.0,41.5
7607,OIL,4089.999999999999,EXTENSION,RIFT,AFRICA,101.0,29.75,CRETACEOUS,CHALKY LIMESTONE,1.305,12.65
7608,GAS,15389.0,INVERSION,SALT,EUROPE,245.0,101.5,JURASSIC,SANDSTONE,75.0,41.5
7609,OIL,8763.5,COMPRESSION,FORELAND,NORTH AMERICA,676.9999999999999,1700.5,PERMIAN,SANDSTONE,4350.0,41.5
7610,OIL,2960.5,COMPRESSION,WRENCH,NORTH AMERICA,160.0,11.5,NEOGENE,SANDSTONE,850.0,22.75
7611,OIL,2960.5,COMPRESSION,SALT,MIDDLE EAST,676.9999999999999,205.0,JURASSIC,LIMESTONE,161.0,17.5
7612,OIL,4089.999999999999,COMPRESSION,THRUST,EUROPE,475.0,101.5,TRIASSIC,SANDSTONE,361.0,20.0
7613,OIL,15389.0,COMPRESSION,FORELAND,NORTH AMERICA,101.0,71.5,PERMIAN,SANDSTONE,1.305,20.0
7614,OIL,8763.5,GRAVITY,DELTA,NORTH AMERICA,46.5,11.5,NEOGENE,SANDSTONE,35.0,15.0
7615,OIL,6288.5,COMPRESSION,FORELAND,FORMER SOVIET UNION,46.5,29.75,CARBONIFEROUS,LIMESTONE,5.3,20.0
7616,OIL,10170.0,COMPRESSION,INTRACRATONIC,NORTH AMERICA,160.0,48.25,CARBONIFEROUS,DOLOMITE,35.0,20.0
7617,GAS,1320.5,TRANSTENSION,WRENCH,FAR EAST,345.0,140.0,NEOGENE,SANDSTONE,35.0,10.15
7618,OIL,2960.5,COMPRESSION,THRUST,FAR EAST,676.9999999999999,205.0,CARBONIFEROUS,DOLOMITE,1.305,5.05
7619,GAS,6288.5,STRIKE-SLIP,INTRACRATONIC,NORTH AMERICA,475.0,140.0,CARBONIFEROUS,DOLOMITE,1.305,10.15
7620,OIL,8763.5,GRAVITY,SALT,NORTH AMERICA,1152.0,337.5,CRETACEOUS,SANDSTONE,4350.0,20.0
7621,OIL,6288.5,COMPRESSION,INTRACRATONIC,NORTH AMERICA,46.5,11.5,CARBONIFEROUS,DOLOMITE,5.3,10.15
7622,OIL,2960.5,COMPRESSION,INTRACRATONIC,FORMER SOVIET UNION,7000.0,1700.5,CRETACEOUS,SANDSTONE,850.0,22.75
7623,OIL,10170.0,COMPRESSION,FORELAND,NORTH AMERICA,345.0,71.5,CRETACEOUS,SANDSTONE,4350.0,41.5
7624,OIL,10170.0,GRAVITY,PASSIVE MARGIN,AFRICA,245.0,71.5,CRETACEOUS,LOW-RESISTIVITY SANDSTONE,4350.0,26.25
7625,OIL,1320.5,EXTENSION,RIFT,EUROPE,7000.0,29.75,JURASSIC,SANDSTONE,4350.0,26.25
7626,OIL,5153.499999999999,COMPRESSION,WRENCH,FORMER SOVIET UNION,46.5,11.5,CRETACEOUS,SANDSTONE,361.0,22.75
7627,OIL,1320.5,GRAVITY,SALT,NORTH AMERICA,245.0,140.0,JURASSIC,SANDSTONE,35.0,41.5
7628,OIL,15389.0,COMPRESSION,FORELAND,NORTH AMERICA,160.0,29.75,DEVONIAN,CHERT,5.3,12.65
7629,OIL,2960.5,COMPRESSION,FORELAND,NORTH AMERICA,245.0,29.75,CRETACEOUS,SANDSTONE,4350.0,41.5
7630,OIL,8763.5,COMPRESSION,FORELAND,FORMER SOVIET UNION,46.5,48.25,NEOGENE,SANDSTONE,4350.0,22.75
7631,OIL,10170.0,COMPRESSION,INTRACRATONIC,NORTH AMERICA,46.5,48.25,CARBONIFEROUS,CONGLOMERATE,75.0,10.15
7632,GAS-CONDENSATE,10170.0,INVERSION,RIFT,FAR EAST,345.0,11.5,CRETACEOUS,SANDSTONE,75.0,17.5
7633,OIL,2960.5,COMPRESSION,THRUST,FORMER SOVIET UNION,1152.0,1700.5,NEOGENE,SANDSTONE,850.0,22.75
7634,OIL,1320.5,COMPRESSION,SALT,MIDDLE EAST,676.9999999999999,101.5,PERMIAN,DOLOMITE,5.3,12.65
7635,OIL,2960.5,GRAVITY,DELTA,FAR EAST,7000.0,1700.5,NEOGENE,SANDSTONE,850.0,26.25
7636,OIL,2960.5,INVERSION,RIFT,FAR EAST,1152.0,1700.5,CRETACEOUS,SANDSTONE,75.0,10.15
7637,OIL,15389.0,INVERSION,INVERSION,FAR EAST,676.9999999999999,1700.5,NEOGENE,LIMESTONE,161.0,22.75
7638,GAS,5153.499999999999,INVERSION,FORELAND,NORTH AMERICA,7000.0,29.75,DEVONIAN,DOLOMITE,5.3,12.65
7639,OIL,2960.5,INVERSION,RIFT,EUROPE,1152.0,337.5,TRIASSIC,SANDSTONE,75.0,20.0
7640,OIL,6288.5,EXTENSION,RIFT,EUROPE,245.0,29.75,JURASSIC,SANDSTONE,75.0,12.65
7641,GAS,15389.0,GRAVITY,SALT,LATIN AMERICA,7000.0,1700.5,CRETACEOUS,CONGLOMERATE,161.0,22.75
7642,GAS-CONDENSATE,15389.0,EXTENSION,PASSIVE MARGIN,LATIN AMERICA,1152.0,337.5,PALEOGENE,SANDSTONE,75.0,17.5
7643,OIL,1320.5,EXTENSION,RIFT,LATIN AMERICA,345.0,205.0,CRETACEOUS,CONGLOMERATE,1.305,5.05
7644,OIL,5153.499999999999,COMPRESSION,SALT,MIDDLE EAST,245.0,205.0,JURASSIC,DOLOMITE,14.0,15.0
7645,OIL,5153.499999999999,INVERSION,SALT,EUROPE,345.0,71.5,CRETACEOUS,SANDSTONE,850.0,22.75
7646,OIL,4089.999999999999,COMPRESSION,FORELAND,NORTH AMERICA,46.5,11.5,PERMIAN,SANDSTONE,5.3,10.15
7647,GAS-CONDENSATE,7513.5,INVERSION,RIFT,FAR EAST,101.0,29.75,PALEOGENE,SANDSTONE,850.0,41.5
7648,OIL,6288.5,COMPRESSION,FORELAND,NORTH AMERICA,46.5,48.25,CRETACEOUS,SANDSTONE,161.0,12.65
7649,GAS-CONDENSATE,10170.0,GRAVITY,SALT,MIDDLE EAST,475.0,140.0,PERMIAN,DOLOMITE,1.305,12.65
7650,GAS,8763.5,COMPRESSION,FORELAND,NORTH AMERICA,676.9999999999999,337.5,DEVONIAN,DOLOMITE,5.3,15.0
7651,OIL,2960.5,EXTENSION,RIFT,EUROPE,345.0,101.5,PALEOGENE,SANDSTONE,161.0,15.0
7652,OIL,10170.0,COMPRESSION,INTRACRATONIC,NORTH AMERICA,245.0,48.25,ORDOVICIAN,DOLOMITE,1.305,10.15
7653,GAS-CONDENSATE,15389.0,COMPRESSION,THRUST,FAR EAST,1152.0,71.5,JURASSIC,SANDSTONE,35.0,15.0
7654,GAS-CONDENSATE,2960.5,COMPRESSION,INTRACRATONIC,NORTH AMERICA,475.0,337.5,CARBONIFEROUS,DOLOMITE,1.305,10.15
7655,OIL,5153.499999999999,COMPRESSION,THRUST,NORTH AMERICA,676.9999999999999,101.5,NEOGENE,DIATOMITE,1.305,12.65
7656,GAS,7513.5,INVERSION,SUB-SALT,EUROPE,160.0,29.75,PERMIAN,SANDSTONE,75.0,15.0
7657,OIL,1320.5,INVERSION,RIFT,FAR EAST,676.9999999999999,337.5,TRIASSIC,CONGLOMERATE,75.0,26.25
7658,OIL,1320.5,COMPRESSION,SUB-THRUST,NORTH AMERICA,475.0,140.0,CARBONIFEROUS,LIMESTONE,75.0,15.0
7659,OIL,1320.5,COMPRESSION,FORELAND,NORTH AMERICA,345.0,140.0,CRETACEOUS,SANDSTONE,1.305,12.65
7660,OIL,8763.5,COMPRESSION,FORELAND,NORTH AMERICA,160.0,140.0,PERMIAN,LIMESTONE,75.0,12.65
7661,OIL,5153.499999999999,EXTENSION,RIFT,EUROPE,345.0,29.75,TRIASSIC,SANDSTONE,4350.0,22.75
7662,GAS,10170.0,COMPRESSION,FORELAND,NORTH AMERICA,475.0,48.25,CRETACEOUS,SANDSTONE,361.0,20.0
7663,OIL,2960.5,COMPRESSION,FORELAND,NORTH AMERICA,160.0,11.5,CARBONIFEROUS,LIMESTONE,75.0,12.65
7664,OIL,6288.5,INVERSION,BACKARC,FAR EAST,676.9999999999999,140.0,NEOGENE,THINLY-BEDDED SANDSTONE,850.0,26.25
7665,OIL,1320.5,EXTENSION,RIFT,AFRICA,7000.0,1700.5,CRETACEOUS,LOW-RESISTIVITY SANDSTONE,161.0,26.25
7666,GAS-CONDENSATE,10170.0,GRAVITY,DELTA,NORTH AMERICA,345.0,48.25,PALEOGENE,CONGLOMERATE,75.0,20.0
7667,OIL,4089.999999999999,GRAVITY,DELTA,NORTH AMERICA,1152.0,1700.5,PALEOGENE,SANDSTONE,361.0,17.5
7668,GAS-CONDENSATE,7513.5,COMPRESSION,SALT,MIDDLE EAST,245.0,205.0,CRETACEOUS,SANDSTONE,361.0,17.5
7669,OIL,1320.5,COMPRESSION,THRUST,FAR EAST,101.0,11.5,NEOGENE,LIMESTONE,161.0,17.5
7670,GAS-CONDENSATE,6288.5,COMPRESSION,FORELAND,NORTH AMERICA,475.0,337.5,PERMIAN,DOLOMITE,5.3,15.0
7671,GAS,15389.0,COMPRESSION,FORELAND,NORTH AMERICA,160.0,71.5,PERMIAN,DOLOMITE,5.3,26.25
7672,OIL,5153.499999999999,STRIKE-SLIP,WRENCH,NORTH AMERICA,245.0,101.5,NEOGENE,SANDSTONE,850.0,41.5
7673,GAS-CONDENSATE,4089.999999999999,INVERSION,INVERSION,FORMER SOVIET UNION,1152.0,29.75,DEVONIAN,SANDSTONE,161.0,15.0
7674,GAS,8763.5,COMPRESSION,FORELAND,FORMER SOVIET UNION,7000.0,205.0,DEVONIAN,LIMESTONE,161.0,10.15
7675,OIL,7513.5,COMPRESSION,FORELAND,NORTH AMERICA,46.5,11.5,CRETACEOUS,SANDSTONE,850.0,26.25
7676,GAS,15389.0,INVERSION,RIFT,EUROPE,245.0,205.0,PERMIAN,SANDSTONE,4350.0,26.25
7677,GAS-CONDENSATE,8763.5,STRIKE-SLIP,WRENCH,NORTH AMERICA,245.0,205.0,NEOGENE,THINLY-BEDDED SANDSTONE,850.0,22.75
7678,GAS-CONDENSATE,6288.5,EXTENSION,RIFT,AFRICA,676.9999999999999,101.5,PALEOGENE,LIMESTONE,14.0,15.0
7679,OIL,7513.5,INVERSION,INVERSION,FAR EAST,245.0,140.0,NEOGENE,THINLY-BEDDED SANDSTONE,850.0,41.5
7680,OIL,8763.5,COMPRESSION,SUB-THRUST,NORTH AMERICA,46.5,11.5,CARBONIFEROUS,DOLOMITE,14.0,10.15
7681,OIL,8763.5,COMPRESSION,FORELAND,NORTH AMERICA,101.0,48.25,CRETACEOUS,SANDSTONE,1.305,17.5
7682,OIL,7513.5,COMPRESSION,FORELAND,NORTH AMERICA,676.9999999999999,11.5,CARBONIFEROUS,SANDSTONE,75.0,26.25
7683,OIL,7513.5,INVERSION,INVERSION,FAR EAST,676.9999999999999,101.5,NEOGENE,SANDSTONE,361.0,12.65
7684,OIL,2960.5,EXTENSION,RIFT,EUROPE,676.9999999999999,1700.5,PALEOGENE,SANDSTONE,850.0,22.75
7685,OIL,5153.499999999999,COMPRESSION,INTRACRATONIC,FORMER SOVIET UNION,676.9999999999999,205.0,JURASSIC,SANDSTONE,850.0,26.25
7686,OIL,5153.499999999999,COMPRESSION,WRENCH,LATIN AMERICA,245.0,71.5,NEOGENE,SANDSTONE,4350.0,41.5
7687,OIL,2960.5,COMPRESSION,FORELAND,MIDDLE EAST,245.0,101.5,CRETACEOUS,LIMESTONE,75.0,17.5
7688,OIL,4089.999999999999,GRAVITY,SALT,MIDDLE EAST,1152.0,71.5,JURASSIC,LIMESTONE,75.0,15.0
7689,OIL,4089.999999999999,EXTENSION,PASSIVE MARGIN,LATIN AMERICA,1152.0,1700.5,CRETACEOUS,CONGLOMERATE,75.0,26.25
7690,OIL,2960.5,GRAVITY,SALT,EUROPE,1152.0,337.5,PALEOGENE,SANDSTONE,4350.0,26.25
7691,OIL,8763.5,EXTENSION,RIFT,NORTH AMERICA,345.0,101.5,CRETACEOUS,SANDSTONE,75.0,15.0
7692,OIL,5153.499999999999,EXTENSION,RIFT,FAR EAST,245.0,337.5,PALEOGENE,SANDSTONE,850.0,41.5
7693,OIL,10170.0,COMPRESSION,INTRACRATONIC,FORMER SOVIET UNION,1152.0,1700.5,CRETACEOUS,SANDSTONE,75.0,17.5
7694,OIL,4089.999999999999,INVERSION,FORELAND,MIDDLE EAST,475.0,205.0,JURASSIC,LIMESTONE,35.0,15.0
7695,OIL,2960.5,COMPRESSION,THRUST,FAR EAST,475.0,205.0,PALEOGENE,SANDSTONE,161.0,15.0
7696,OIL,8763.5,COMPRESSION,INTRACRATONIC,NORTH AMERICA,345.0,101.5,CARBONIFEROUS,LIMESTONE,75.0,12.65
7697,OIL,15389.0,COMPRESSION,INTRACRATONIC,NORTH AMERICA,46.5,29.75,CARBONIFEROUS,SHALY SANDSTONE,1.305,12.65
7698,GAS,6288.5,COMPRESSION,SUB-SALT,FORMER SOVIET UNION,7000.0,140.0,CARBONIFEROUS,SANDSTONE,850.0,26.25
7699,OIL,4089.999999999999,COMPRESSION,SALT,MIDDLE EAST,245.0,205.0,CRETACEOUS,LIMESTONE,35.0,12.65
7700,GAS,6288.5,COMPRESSION,FORELAND,NORTH AMERICA,676.9999999999999,205.0,PERMIAN,DOLOMITE,1.305,10.15
7701,OIL,6288.5,COMPRESSION,WRENCH,LATIN AMERICA,160.0,71.5,NEOGENE,SANDSTONE,361.0,41.5
7702,OIL,15389.0,EXTENSION,RIFT,AFRICA,345.0,101.5,CRETACEOUS,SANDSTONE,361.0,22.75
7703,OIL,7513.5,EXTENSION,RIFT,FAR EAST,245.0,11.5,PALEOGENE,SANDSTONE,75.0,22.75
7704,OIL,5153.499999999999,COMPRESSION,INTRACRATONIC,FORMER SOVIET UNION,46.5,48.25,PROTEROZOIC,DOLOMITE,14.0,15.0
7705,CARBON DIOXIDE,8763.5,EXTENSION,RIFT,EUROPE,245.0,71.5,JURASSIC,SANDSTONE,361.0,22.75
7706,OIL,4089.999999999999,GRAVITY,DELTA,FAR EAST,245.0,140.0,NEOGENE,SANDSTONE,161.0,20.0
7707,OIL,10170.0,INVERSION,INVERSION,FORMER SOVIET UNION,7000.0,1700.5,JURASSIC,SANDSTONE,161.0,17.5
7708,OIL,15389.0,INVERSION,RIFT,FAR EAST,101.0,48.25,TRIASSIC,CONGLOMERATE,1.305,5.05
7709,GAS,5153.499999999999,INVERSION,RIFT,FAR EAST,676.9999999999999,337.5,PALEOGENE,SANDSTONE,850.0,26.25
7710,OIL,2960.5,COMPRESSION,FORELAND,NORTH AMERICA,676.9999999999999,337.5,DEVONIAN,LIMESTONE,14.0,17.5
7711,GAS,2960.5,COMPRESSION,FORELAND,FORMER SOVIET UNION,101.0,11.5,CARBONIFEROUS,LIMESTONE,14.0,10.15
7712,GAS,15389.0,INVERSION,INTRACRATONIC,FAR EAST,676.9999999999999,101.5,ORDOVICIAN,SANDSTONE,35.0,17.5
7713,GAS,7513.5,COMPRESSION,FORELAND,FAR EAST,475.0,101.5,ORDOVICIAN,DOLOMITE,14.0,20.0
7714,OIL,2960.5,COMPRESSION,INVERSION,FORMER SOVIET UNION,676.9999999999999,140.0,CARBONIFEROUS,LIMESTONE,161.0,22.75
7715,OIL,5153.499999999999,COMPRESSION,THRUST,NORTH AMERICA,475.0,140.0,CARBONIFEROUS,SHALY SANDSTONE,1.305,5.05
7716,OIL,8763.5,INVERSION,INVERSION,FAR EAST,676.9999999999999,101.5,NEOGENE,SANDSTONE,4350.0,41.5
7717,GAS,15389.0,INVERSION,SUB-SALT,EUROPE,1152.0,101.5,PERMIAN,SANDSTONE,850.0,17.5
7718,OIL,4089.999999999999,GRAVITY,SALT,MIDDLE EAST,676.9999999999999,337.5,PERMIAN,DOLOMITE,14.0,5.05
7719,OIL,10170.0,COMPRESSION,THRUST,LATIN AMERICA,7000.0,140.0,CRETACEOUS,LIMESTONE,161.0,15.0
7720,OIL,10170.0,EXTENSION,RIFT,AFRICA,46.5,29.75,CRETACEOUS,SANDSTONE,850.0,26.25
7721,OIL,5153.499999999999,COMPRESSION,FORELAND,MIDDLE EAST,1152.0,140.0,JURASSIC,LIMESTONE,14.0,17.5
7722,GAS,15389.0,INVERSION,INVERSION,FAR EAST,160.0,101.5,NEOGENE,SANDSTONE,5.3,10.15
7723,OIL,10170.0,GRAVITY,SALT,MIDDLE EAST,345.0,140.0,CRETACEOUS,LIMESTONE,5.3,5.05
7724,OIL,6288.5,COMPRESSION,SUB-SALT,FORMER SOVIET UNION,245.0,101.5,CARBONIFEROUS,LIMESTONE,75.0,10.15
7725,OIL,2960.5,COMPRESSION,FORELAND,NORTH AMERICA,1152.0,101.5,DEVONIAN,LIMESTONE,161.0,15.0
7726,OIL,6288.5,INVERSION,INVERSION,FAR EAST,7000.0,337.5,NEOGENE,LIMESTONE,75.0,17.5
7727,OIL,8763.5,INVERSION,INVERSION,FAR EAST,1152.0,101.5,NEOGENE,SANDSTONE,35.0,5.05
7728,OIL,15389.0,EXTENSION,RIFT,FAR EAST,7000.0,1700.5,PALEOGENE,SANDSTONE,161.0,15.0
7729,OIL,7513.5,GRAVITY,DELTA,NORTH AMERICA,46.5,29.75,NEOGENE,SANDSTONE,75.0,12.65
7730,OIL,15389.0,COMPRESSION,FORELAND,NORTH AMERICA,245.0,205.0,CRETACEOUS,SANDSTONE,5.3,5.05
7731,OIL,1320.5,COMPRESSION,FORELAND,FORMER SOVIET UNION,1152.0,1700.5,CARBONIFEROUS,SANDSTONE,850.0,41.5
7732,OIL,7513.5,INVERSION,INVERSION,FAR EAST,676.9999999999999,205.0,NEOGENE,SANDSTONE,4350.0,41.5
7733,OIL,8763.5,COMPRESSION,THRUST,LATIN AMERICA,7000.0,205.0,NEOGENE,THINLY-BEDDED SANDSTONE,4350.0,26.25
7734,GAS-CONDENSATE,7513.5,COMPRESSION,FORELAND,NORTH AMERICA,101.0,71.5,CRETACEOUS,SANDSTONE,4350.0,26.25
7735,OIL,6288.5,COMPRESSION,INTRACRATONIC,NORTH AMERICA,46.5,11.5,CARBONIFEROUS,SHALY SANDSTONE,361.0,12.65
7736,GAS,6288.5,COMPRESSION,FORELAND,MIDDLE EAST,101.0,71.5,JURASSIC,LIMESTONE,161.0,22.75
7737,OIL,1320.5,EXTENSION,SUB-SALT,AFRICA,160.0,29.75,NEOGENE,SANDSTONE,850.0,22.75
7738,OIL,8763.5,COMPRESSION,INTRACRATONIC,FORMER SOVIET UNION,7000.0,71.5,JURASSIC,SANDSTONE,850.0,26.25
7739,OIL,7513.5,EXTENSION,RIFT,EUROPE,676.9999999999999,101.5,CRETACEOUS,CHALK,1.305,12.65
7740,OIL,15389.0,EXTENSION,RIFT,FAR EAST,475.0,140.0,CRETACEOUS,SANDSTONE,850.0,41.5
7741,GAS,8763.5,COMPRESSION,FORELAND,NORTH AMERICA,160.0,48.25,CRETACEOUS,SHALY SANDSTONE,1.305,5.05
7742,GAS,15389.0,EXTENSION,FORELAND,NORTH AMERICA,345.0,101.5,CRETACEOUS,LIMESTONE,14.0,10.15
7743,OIL,1320.5,COMPRESSION,FORELAND,NORTH AMERICA,46.5,11.5,DEVONIAN,LIMESTONE,35.0,15.0
7744,OIL,2960.5,COMPRESSION,FORELAND,NORTH AMERICA,46.5,29.75,CARBONIFEROUS,DOLOMITE,14.0,15.0
7745,GAS,7513.5,COMPRESSION,FORELAND,FORMER SOVIET UNION,7000.0,1700.5,CARBONIFEROUS,LIMESTONE,35.0,10.15
7746,OIL,4089.999999999999,INVERSION,INTRACRATONIC,FAR EAST,245.0,205.0,ORDOVICIAN,SANDSTONE,361.0,22.75
7747,OIL,6288.5,COMPRESSION,FORELAND,NORTH AMERICA,245.0,71.5,PERMIAN,DOLOMITE,1.305,20.0
7748,OIL,8763.5,COMPRESSION,FORELAND,NORTH AMERICA,245.0,29.75,SILURIAN,DOLOMITE,5.3,10.15
7749,OIL,7513.5,COMPRESSION,WRENCH,NORTH AMERICA,101.0,71.5,NEOGENE,THINLY-BEDDED SANDSTONE,361.0,17.5
7750,OIL,1320.5,GRAVITY,DELTA,NORTH AMERICA,46.5,11.5,PALEOGENE,SANDSTONE,1.305,17.5
7751,OIL,8763.5,COMPRESSION,SALT,MIDDLE EAST,676.9999999999999,101.5,PERMIAN,DOLOMITE,75.0,17.5
7752,OIL,7513.5,EXTENSION,RIFT,FAR EAST,475.0,140.0,PALEOGENE,SANDSTONE,161.0,17.5
7753,OIL,10170.0,EXTENSION,RIFT,EUROPE,676.9999999999999,1700.5,JURASSIC,SANDSTONE,850.0,41.5
7754,OIL,7513.5,COMPRESSION,THRUST,FAR EAST,676.9999999999999,205.0,PALEOGENE,SANDSTONE,161.0,15.0
7755,OIL,8763.5,GRAVITY,SALT,NORTH AMERICA,46.5,71.5,CRETACEOUS,SHALY SANDSTONE,14.0,10.15
7756,GAS-CONDENSATE,15389.0,GRAVITY,DELTA,AFRICA,245.0,205.0,NEOGENE,SANDSTONE,161.0,17.5
7757,OIL,10170.0,INVERSION,RIFT,FAR EAST,345.0,140.0,PALEOGENE,SANDSTONE,850.0,22.75
7758,OIL,10170.0,EXTENSION,RIFT,EUROPE,46.5,71.5,JURASSIC,SANDSTONE,161.0,20.0
7759,CARBON DIOXIDE,1320.5,COMPRESSION,THRUST,FAR EAST,676.9999999999999,337.5,NEOGENE,SANDSTONE,4350.0,41.5
7760,OIL,8763.5,COMPRESSION,FORELAND,NORTH AMERICA,46.5,29.75,CRETACEOUS,SANDSTONE,161.0,15.0
7761,OIL,6288.5,COMPRESSION,FORELAND,NORTH AMERICA,101.0,29.75,CRETACEOUS,SHALY SANDSTONE,1.305,10.15
7762,GAS,15389.0,COMPRESSION,SALT,MIDDLE EAST,160.0,101.5,CARBONIFEROUS,SANDSTONE,161.0,15.0
7763,OIL,8763.5,COMPRESSION,FORELAND,FORMER SOVIET UNION,676.9999999999999,1700.5,CARBONIFEROUS,LIMESTONE,4350.0,26.25
7764,GAS-CONDENSATE,2960.5,EXTENSION,RIFT,EUROPE,245.0,205.0,JURASSIC,SANDSTONE,850.0,26.25
7765,OIL,6288.5,COMPRESSION,FORELAND,FORMER SOVIET UNION,676.9999999999999,71.5,DEVONIAN,SANDSTONE,75.0,12.65
7766,GAS-CONDENSATE,8763.5,STRIKE-SLIP,WRENCH,FAR EAST,475.0,205.0,NEOGENE,SANDSTONE,361.0,41.5
7767,OIL,5153.499999999999,COMPRESSION,INTRACRATONIC,FAR EAST,7000.0,140.0,JURASSIC,SANDSTONE,161.0,10.15
7768,GAS,8763.5,COMPRESSION,WRENCH,NORTH AMERICA,345.0,337.5,NEOGENE,SHALY SANDSTONE,14.0,5.05
7769,CARBON DIOXIDE,1320.5,COMPRESSION,FORELAND,NORTH AMERICA,345.0,71.5,PERMIAN,DOLOMITE,1.305,5.05
7770,OIL,7513.5,GRAVITY,PASSIVE MARGIN,AFRICA,7000.0,71.5,CRETACEOUS,LIMESTONE,14.0,12.65
